Date,blockchain/block_count
2009-06-07,16.0
2009-06-08,82.0
2009-06-09,91.0
2009-06-10,82.0
2009-06-11,89.0
2009-06-12,86.0
2009-06-13,78.0
2009-06-14,72.0
2009-06-15,84.0
2009-06-16,71.0
2009-06-17,79.0
2009-06-18,80.0
2009-06-19,87.0
2009-06-20,78.0
2009-06-21,81.0
2009-06-22,76.0
2009-06-23,76.0
2009-06-24,95.0
2009-06-25,68.0
2009-06-26,90.0
2009-06-27,84.0
2009-06-28,46.0
2009-06-29,83.0
2009-06-30,85.0
2009-07-01,74.0
2009-07-02,83.0
2009-07-03,82.0
2009-07-04,89.0
2009-07-05,79.0
2009-07-06,84.0
2009-07-07,69.0
2009-07-08,74.0
2009-07-09,86.0
2009-07-10,81.0
2009-07-11,83.0
2009-07-12,77.0
2009-07-13,78.0
2009-07-14,69.0
2009-07-15,45.0
2009-07-16,71.0
2009-07-17,47.0
2009-07-18,4.0
2009-07-19,70.0
2009-07-20,70.0
2009-07-21,82.0
2009-07-22,60.0
2009-07-23,76.0
2009-07-24,73.0
2009-07-25,32.0
2009-07-26,21.0
2009-07-27,74.0
2009-07-28,41.0
2009-07-29,19.0
2009-07-30,15.0
2009-07-31,17.0
2009-08-01,28.0
2009-08-02,23.0
2009-08-03,12.0
2009-08-04,81.0
2009-08-05,87.0
2009-08-06,90.0
2009-08-07,80.0
2009-08-08,80.0
2009-08-09,101.0
2009-08-10,75.0
2009-08-11,70.0
2009-08-12,63.0
2009-08-13,85.0
2009-08-14,63.0
2009-08-15,26.0
2009-08-16,19.0
2009-08-17,17.0
2009-08-18,10.0
2009-08-19,18.0
2009-08-20,22.0
2009-08-21,14.0
2009-08-22,7.0
2009-08-23,15.0
2009-08-24,15.0
2009-08-25,50.0
2009-08-26,48.0
2009-08-27,29.0
2009-08-28,75.0
2009-08-29,78.0
2009-08-30,97.0
2009-08-31,86.0
2009-09-01,78.0
2009-09-02,66.0
2009-09-03,61.0
2009-09-04,64.0
2009-09-05,76.0
2009-09-06,68.0
2009-09-07,78.0
2009-09-08,69.0
2009-09-09,54.0
2009-09-10,67.0
2009-09-11,67.0
2009-09-12,69.0
2009-09-13,75.0
2009-09-14,74.0
2009-09-15,44.0
2009-09-16,72.0
2009-09-17,84.0
2009-09-18,78.0
2009-09-19,74.0
2009-09-20,78.0
2009-09-21,69.0
2009-09-22,25.0
2009-09-23,36.0
2009-09-24,97.0
2009-09-25,91.0
2009-09-26,100.0
2009-09-27,87.0
2009-09-28,85.0
2009-09-29,88.0
2009-09-30,85.0
2009-10-01,82.0
2009-10-02,72.0
2009-10-03,58.0
2009-10-04,53.0
2009-10-05,55.0
2009-10-06,43.0
2009-10-07,60.0
2009-10-08,70.0
2009-10-09,79.0
2009-10-10,77.0
2009-10-11,74.0
2009-10-12,58.0
2009-10-13,57.0
2009-10-14,69.0
2009-10-15,71.0
2009-10-16,60.0
2009-10-17,57.0
2009-10-18,74.0
2009-10-19,112.0
2009-10-20,95.0
2009-10-21,80.0
2009-10-22,90.0
2009-10-23,89.0
2009-10-24,62.0
2009-10-25,76.0
2009-10-26,71.0
2009-10-27,64.0
2009-10-28,66.0
2009-10-29,46.0
2009-10-30,60.0
2009-10-31,46.0
2009-11-01,25.0
2009-11-02,33.0
2009-11-03,62.0
2009-11-04,63.0
2009-11-05,57.0
2009-11-06,62.0
2009-11-07,69.0
2009-11-08,73.0
2009-11-09,64.0
2009-11-10,78.0
2009-11-11,64.0
2009-11-12,66.0
2009-11-13,80.0
2009-11-14,79.0
2009-11-15,96.0
2009-11-16,97.0
2009-11-17,92.0
2009-11-18,79.0
2009-11-19,70.0
2009-11-20,86.0
2009-11-21,73.0
2009-11-22,106.0
2009-11-23,96.0
2009-11-24,93.0
2009-11-25,90.0
2009-11-26,84.0
2009-11-27,74.0
2009-11-28,71.0
2009-11-29,60.0
2009-11-30,75.0
2009-12-01,73.0
2009-12-02,94.0
2009-12-03,88.0
2009-12-04,36.0
2009-12-05,64.0
2009-12-06,103.0
2009-12-07,112.0
2009-12-08,105.0
2009-12-09,96.0
2009-12-10,104.0
2009-12-11,112.0
2009-12-12,110.0
2009-12-13,114.0
2009-12-14,102.0
2009-12-15,110.0
2009-12-16,136.0
2009-12-17,169.0
2009-12-18,225.0
2009-12-19,198.0
2009-12-20,175.0
2009-12-21,175.0
2009-12-22,162.0
2009-12-23,154.0
2009-12-24,154.0
2009-12-25,149.0
2009-12-26,174.0
2009-12-27,167.0
2009-12-28,137.0
2009-12-29,171.0
2009-12-30,141.0
2009-12-31,138.0
2010-01-01,132.0
2010-01-02,126.0
2010-01-03,186.0
2010-01-04,181.0
2010-01-05,198.0
2010-01-06,163.0
2010-01-07,154.0
2010-01-08,153.0
2010-01-09,151.0
2010-01-10,190.0
2010-01-11,159.0
2010-01-12,159.0
2010-01-13,164.0
2010-01-14,143.0
2010-01-15,141.0
2010-01-16,125.0
2010-01-17,131.0
2010-01-18,125.0
2010-01-19,124.0
2010-01-20,158.0
2010-01-21,175.0
2010-01-22,133.0
2010-01-23,160.0
2010-01-24,154.0
2010-01-25,211.0
2010-01-26,195.0
2010-01-27,164.0
2010-01-28,177.0
2010-01-29,197.0
2010-01-30,210.0
2010-01-31,165.0
2010-02-01,184.0
2010-02-02,145.0
2010-02-03,270.0
2010-02-04,229.0
2010-02-05,223.0
2010-02-06,192.0
2010-02-07,217.0
2010-02-08,200.0
2010-02-09,207.0
2010-02-10,168.0
2010-02-11,169.0
2010-02-12,183.0
2010-02-13,232.0
2010-02-14,208.0
2010-02-15,176.0
2010-02-16,195.0
2010-02-17,239.0
2010-02-18,208.0
2010-02-19,192.0
2010-02-20,208.0
2010-02-21,223.0
2010-02-22,260.0
2010-02-23,250.0
2010-02-24,171.0
2010-02-25,154.0
2010-02-26,172.0
2010-02-27,172.0
2010-02-28,156.0
2010-03-01,195.0
2010-03-02,188.0
2010-03-03,152.0
2010-03-04,185.0
2010-03-05,171.0
2010-03-06,177.0
2010-03-07,179.0
2010-03-08,125.0
2010-03-09,146.0
2010-03-10,162.0
2010-03-11,133.0
2010-03-12,121.0
2010-03-13,153.0
2010-03-14,125.0
2010-03-15,135.0
2010-03-16,126.0
2010-03-17,136.0
2010-03-18,140.0
2010-03-19,153.0
2010-03-20,192.0
2010-03-21,183.0
2010-03-22,179.0
2010-03-23,207.0
2010-03-24,171.0
2010-03-25,187.0
2010-03-26,197.0
2010-03-27,178.0
2010-03-28,186.0
2010-03-29,195.0
2010-03-30,215.0
2010-03-31,209.0
2010-04-01,168.0
2010-04-02,156.0
2010-04-03,161.0
2010-04-04,171.0
2010-04-05,153.0
2010-04-06,159.0
2010-04-07,193.0
2010-04-08,183.0
2010-04-09,189.0
2010-04-10,260.0
2010-04-11,223.0
2010-04-12,203.0
2010-04-13,189.0
2010-04-14,180.0
2010-04-15,216.0
2010-04-16,202.0
2010-04-17,221.0
2010-04-18,245.0
2010-04-19,232.0
2010-04-20,205.0
2010-04-21,219.0
2010-04-22,159.0
2010-04-23,150.0
2010-04-24,168.0
2010-04-25,158.0
2010-04-26,164.0
2010-04-27,180.0
2010-04-28,180.0
2010-04-29,147.0
2010-04-30,144.0
2010-05-01,183.0
2010-05-02,155.0
2010-05-03,159.0
2010-05-04,136.0
2010-05-05,137.0
2010-05-06,149.0
2010-05-07,132.0
2010-05-08,154.0
2010-05-09,143.0
2010-05-10,128.0
2010-05-11,111.0
2010-05-12,127.0
2010-05-13,128.0
2010-05-14,123.0
2010-05-15,91.0
2010-05-16,113.0
2010-05-17,143.0
2010-05-18,168.0
2010-05-19,164.0
2010-05-20,203.0
2010-05-21,176.0
2010-05-22,195.0
2010-05-23,211.0
2010-05-24,188.0
2010-05-25,210.0
2010-05-26,223.0
2010-05-27,192.0
2010-05-28,223.0
2010-05-29,184.0
2010-05-30,149.0
2010-05-31,142.0
2010-06-01,135.0
2010-06-02,147.0
2010-06-03,152.0
2010-06-04,125.0
2010-06-05,145.0
2010-06-06,148.0
2010-06-07,157.0
2010-06-08,160.0
2010-06-09,168.0
2010-06-10,160.0
2010-06-11,168.0
2010-06-12,135.0
2010-06-13,172.0
2010-06-14,161.0
2010-06-15,184.0
2010-06-16,142.0
2010-06-17,146.0
2010-06-18,150.0
2010-06-19,150.0
2010-06-20,185.0
2010-06-21,154.0
2010-06-22,156.0
2010-06-23,187.0
2010-06-24,169.0
2010-06-25,150.0
2010-06-26,159.0
2010-06-27,178.0
2010-06-28,152.0
2010-06-29,169.0
2010-06-30,182.0
2010-07-01,211.0
2010-07-02,167.0
2010-07-03,212.0
2010-07-04,166.0
2010-07-05,179.0
2010-07-06,169.0
2010-07-07,156.0
2010-07-08,151.0
2010-07-09,199.0
2010-07-10,198.0
2010-07-11,179.0
2010-07-12,659.0
2010-07-13,692.0
2010-07-14,578.0
2010-07-15,624.0
2010-07-16,505.0
2010-07-17,173.0
2010-07-18,172.0
2010-07-19,174.0
2010-07-20,181.0
2010-07-21,207.0
2010-07-22,176.0
2010-07-23,194.0
2010-07-24,189.0
2010-07-25,231.0
2010-07-26,243.0
2010-07-27,166.0
2010-07-28,159.0
2010-07-29,180.0
2010-07-30,182.0
2010-07-31,203.0
2010-08-01,239.0
2010-08-02,242.0
2010-08-03,227.0
2010-08-04,243.0
2010-08-05,218.0
2010-08-06,147.0
2010-08-07,155.0
2010-08-08,199.0
2010-08-09,190.0
2010-08-10,191.0
2010-08-11,233.0
2010-08-12,217.0
2010-08-13,215.0
2010-08-14,281.0
2010-08-15,207.0
2010-08-16,147.0
2010-08-17,129.0
2010-08-18,133.0
2010-08-19,135.0
2010-08-20,193.0
2010-08-21,173.0
2010-08-22,212.0
2010-08-23,213.0
2010-08-24,215.0
2010-08-25,216.0
2010-08-26,210.0
2010-08-27,171.0
2010-08-28,170.0
2010-08-29,162.0
2010-08-30,149.0
2010-08-31,184.0
2010-09-01,157.0
2010-09-02,156.0
2010-09-03,164.0
2010-09-04,181.0
2010-09-05,165.0
2010-09-06,158.0
2010-09-07,160.0
2010-09-08,165.0
2010-09-09,135.0
2010-09-10,177.0
2010-09-11,160.0
2010-09-12,177.0
2010-09-13,171.0
2010-09-14,203.0
2010-09-15,169.0
2010-09-16,219.0
2010-09-17,208.0
2010-09-18,237.0
2010-09-19,209.0
2010-09-20,203.0
2010-09-21,172.0
2010-09-22,174.0
2010-09-23,234.0
2010-09-24,228.0
2010-09-25,207.0
2010-09-26,205.0
2010-09-27,229.0
2010-09-28,212.0
2010-09-29,164.0
2010-09-30,146.0
2010-10-01,154.0
2010-10-02,100.0
2010-10-03,122.0
2010-10-04,153.0
2010-10-05,126.0
2010-10-06,171.0
2010-10-07,160.0
2010-10-08,154.0
2010-10-09,158.0
2010-10-10,178.0
2010-10-11,159.0
2010-10-12,155.0
2010-10-13,176.0
2010-10-14,205.0
2010-10-15,177.0
2010-10-16,258.0
2010-10-17,270.0
2010-10-18,249.0
2010-10-19,256.0
2010-10-20,264.0
2010-10-21,186.0
2010-10-22,154.0
2010-10-23,175.0
2010-10-24,205.0
2010-10-25,203.0
2010-10-26,241.0
2010-10-27,213.0
2010-10-28,219.0
2010-10-29,223.0
2010-10-30,252.0
2010-10-31,179.0
2010-11-01,177.0
2010-11-02,176.0
2010-11-03,190.0
2010-11-04,201.0
2010-11-05,219.0
2010-11-06,218.0
2010-11-07,241.0
2010-11-08,275.0
2010-11-09,217.0
2010-11-10,203.0
2010-11-11,219.0
2010-11-12,169.0
2010-11-13,223.0
2010-11-14,256.0
2010-11-15,200.0
2010-11-16,197.0
2010-11-17,247.0
2010-11-18,257.0
2010-11-19,150.0
2010-11-20,116.0
2010-11-21,140.0
2010-11-22,163.0
2010-11-23,140.0
2010-11-24,177.0
2010-11-25,181.0
2010-11-26,194.0
2010-11-27,180.0
2010-11-28,172.0
2010-11-29,209.0
2010-11-30,202.0
2010-12-01,188.0
2010-12-02,188.0
2010-12-03,189.0
2010-12-04,229.0
2010-12-05,239.0
2010-12-06,241.0
2010-12-07,239.0
2010-12-08,238.0
2010-12-09,223.0
2010-12-10,147.0
2010-12-11,175.0
2010-12-12,171.0
2010-12-13,141.0
2010-12-14,171.0
2010-12-15,196.0
2010-12-16,173.0
2010-12-17,166.0
2010-12-18,161.0
2010-12-19,184.0
2010-12-20,159.0
2010-12-21,195.0
2010-12-22,158.0
2010-12-23,145.0
2010-12-24,148.0
2010-12-25,168.0
2010-12-26,145.0
2010-12-27,166.0
2010-12-28,169.0
2010-12-29,165.0
2010-12-30,169.0
2010-12-31,162.0
2011-01-01,181.0
2011-01-02,175.0
2011-01-03,156.0
2011-01-04,141.0
2011-01-05,154.0
2011-01-06,141.0
2011-01-07,164.0
2011-01-08,170.0
2011-01-09,163.0
2011-01-10,162.0
2011-01-11,172.0
2011-01-12,167.0
2011-01-13,188.0
2011-01-14,181.0
2011-01-15,157.0
2011-01-16,174.0
2011-01-17,181.0
2011-01-18,141.0
2011-01-19,169.0
2011-01-20,186.0
2011-01-21,174.0
2011-01-22,165.0
2011-01-23,170.0
2011-01-24,188.0
2011-01-25,156.0
2011-01-26,180.0
2011-01-27,160.0
2011-01-28,158.0
2011-01-29,161.0
2011-01-30,156.0
2011-01-31,170.0
2011-02-01,164.0
2011-02-02,158.0
2011-02-03,160.0
2011-02-04,194.0
2011-02-05,179.0
2011-02-06,177.0
2011-02-07,203.0
2011-02-08,168.0
2011-02-09,192.0
2011-02-10,186.0
2011-02-11,186.0
2011-02-12,196.0
2011-02-13,198.0
2011-02-14,196.0
2011-02-15,225.0
2011-02-16,232.0
2011-02-17,231.0
2011-02-18,212.0
2011-02-19,161.0
2011-02-20,198.0
2011-02-21,194.0
2011-02-22,211.0
2011-02-23,243.0
2011-02-24,207.0
2011-02-25,225.0
2011-02-26,276.0
2011-02-27,244.0
2011-02-28,150.0
2011-03-01,130.0
2011-03-02,168.0
2011-03-03,186.0
2011-03-04,221.0
2011-03-05,277.0
2011-03-06,274.0
2011-03-07,211.0
2011-03-08,187.0
2011-03-09,160.0
2011-03-10,110.0
2011-03-11,130.0
2011-03-12,140.0
2011-03-13,117.0
2011-03-14,112.0
2011-03-15,112.0
2011-03-16,136.0
2011-03-17,141.0
2011-03-18,120.0
2011-03-19,115.0
2011-03-20,137.0
2011-03-21,148.0
2011-03-22,119.0
2011-03-23,157.0
2011-03-24,152.0
2011-03-25,173.0
2011-03-26,138.0
2011-03-27,143.0
2011-03-28,168.0
2011-03-29,163.0
2011-03-30,156.0
2011-03-31,201.0
2011-04-01,176.0
2011-04-02,180.0
2011-04-03,175.0
2011-04-04,178.0
2011-04-05,194.0
2011-04-06,148.0
2011-04-07,147.0
2011-04-08,166.0
2011-04-09,156.0
2011-04-10,173.0
2011-04-11,163.0
2011-04-12,163.0
2011-04-13,194.0
2011-04-14,160.0
2011-04-15,136.0
2011-04-16,173.0
2011-04-17,180.0
2011-04-18,148.0
2011-04-19,154.0
2011-04-20,144.0
2011-04-21,147.0
2011-04-22,176.0
2011-04-23,172.0
2011-04-24,162.0
2011-04-25,192.0
2011-04-26,195.0
2011-04-27,183.0
2011-04-28,164.0
2011-04-29,200.0
2011-04-30,189.0
2011-05-01,179.0
2011-05-02,197.0
2011-05-03,196.0
2011-05-04,197.0
2011-05-05,219.0
2011-05-06,218.0
2011-05-07,214.0
2011-05-08,219.0
2011-05-09,239.0
2011-05-10,183.0
2011-05-11,191.0
2011-05-12,169.0
2011-05-13,207.0
2011-05-14,242.0
2011-05-15,220.0
2011-05-16,247.0
2011-05-17,257.0
2011-05-18,288.0
2011-05-19,171.0
2011-05-20,220.0
2011-05-21,220.0
2011-05-22,252.0
2011-05-23,286.0
2011-05-24,299.0
2011-05-25,307.0
2011-05-26,296.0
2011-05-27,167.0
2011-05-28,155.0
2011-05-29,180.0
2011-05-30,154.0
2011-05-31,150.0
2011-06-01,188.0
2011-06-02,190.0
2011-06-03,202.0
2011-06-04,224.0
2011-06-05,208.0
2011-06-06,233.0
2011-06-07,170.0
2011-06-08,185.0
2011-06-09,222.0
2011-06-10,223.0
2011-06-11,252.0
2011-06-12,233.0
2011-06-13,227.0
2011-06-14,247.0
2011-06-15,279.0
2011-06-16,180.0
2011-06-17,186.0
2011-06-18,197.0
2011-06-19,223.0
2011-06-20,234.0
2011-06-21,253.0
2011-06-22,260.0
2011-06-23,240.0
2011-06-24,216.0
2011-06-25,143.0
2011-06-26,149.0
2011-06-27,169.0
2011-06-28,160.0
2011-06-29,172.0
2011-06-30,191.0
2011-07-01,173.0
2011-07-02,169.0
2011-07-03,165.0
2011-07-04,170.0
2011-07-05,139.0
2011-07-06,157.0
2011-07-07,131.0
2011-07-08,165.0
2011-07-09,149.0
2011-07-10,137.0
2011-07-11,157.0
2011-07-12,141.0
2011-07-13,191.0
2011-07-14,144.0
2011-07-15,162.0
2011-07-16,157.0
2011-07-17,170.0
2011-07-18,170.0
2011-07-19,142.0
2011-07-20,149.0
2011-07-21,152.0
2011-07-22,151.0
2011-07-23,146.0
2011-07-24,166.0
2011-07-25,165.0
2011-07-26,176.0
2011-07-27,174.0
2011-07-28,155.0
2011-07-29,164.0
2011-07-30,152.0
2011-07-31,175.0
2011-08-01,165.0
2011-08-02,154.0
2011-08-03,157.0
2011-08-04,129.0
2011-08-05,140.0
2011-08-06,122.0
2011-08-07,126.0
2011-08-08,136.0
2011-08-09,146.0
2011-08-10,152.0
2011-08-11,137.0
2011-08-12,131.0
2011-08-13,130.0
2011-08-14,132.0
2011-08-15,129.0
2011-08-16,147.0
2011-08-17,136.0
2011-08-18,144.0
2011-08-19,131.0
2011-08-20,152.0
2011-08-21,160.0
2011-08-22,169.0
2011-08-23,155.0
2011-08-24,134.0
2011-08-25,135.0
2011-08-26,147.0
2011-08-27,122.0
2011-08-28,116.0
2011-08-29,138.0
2011-08-30,146.0
2011-08-31,155.0
2011-09-01,129.0
2011-09-02,156.0
2011-09-03,145.0
2011-09-04,134.0
2011-09-05,156.0
2011-09-06,151.0
2011-09-07,136.0
2011-09-08,129.0
2011-09-09,154.0
2011-09-10,133.0
2011-09-11,125.0
2011-09-12,133.0
2011-09-13,142.0
2011-09-14,146.0
2011-09-15,156.0
2011-09-16,119.0
2011-09-17,134.0
2011-09-18,158.0
2011-09-19,127.0
2011-09-20,140.0
2011-09-21,146.0
2011-09-22,148.0
2011-09-23,133.0
2011-09-24,129.0
2011-09-25,137.0
2011-09-26,134.0
2011-09-27,133.0
2011-09-28,147.0
2011-09-29,125.0
2011-09-30,122.0
2011-10-01,143.0
2011-10-02,121.0
2011-10-03,145.0
2011-10-04,112.0
2011-10-05,145.0
2011-10-06,128.0
2011-10-07,138.0
2011-10-08,119.0
2011-10-09,127.0
2011-10-10,123.0
2011-10-11,93.0
2011-10-12,120.0
2011-10-13,97.0
2011-10-14,139.0
2011-10-15,134.0
2011-10-16,119.0
2011-10-17,118.0
2011-10-18,120.0
2011-10-19,133.0
2011-10-20,115.0
2011-10-21,121.0
2011-10-22,98.0
2011-10-23,108.0
2011-10-24,127.0
2011-10-25,129.0
2011-10-26,117.0
2011-10-27,100.0
2011-10-28,105.0
2011-10-29,113.0
2011-10-30,111.0
2011-10-31,131.0
2011-11-01,150.0
2011-11-02,154.0
2011-11-03,125.0
2011-11-04,147.0
2011-11-05,146.0
2011-11-06,144.0
2011-11-07,132.0
2011-11-08,149.0
2011-11-09,161.0
2011-11-10,141.0
2011-11-11,119.0
2011-11-12,143.0
2011-11-13,144.0
2011-11-14,143.0
2011-11-15,165.0
2011-11-16,135.0
2011-11-17,139.0
2011-11-18,133.0
2011-11-19,123.0
2011-11-20,143.0
2011-11-21,118.0
2011-11-22,140.0
2011-11-23,134.0
2011-11-24,113.0
2011-11-25,135.0
2011-11-26,120.0
2011-11-27,114.0
2011-11-28,127.0
2011-11-29,138.0
2011-11-30,162.0
2011-12-01,182.0
2011-12-02,146.0
2011-12-03,152.0
2011-12-04,136.0
2011-12-05,158.0
2011-12-06,171.0
2011-12-07,138.0
2011-12-08,164.0
2011-12-09,147.0
2011-12-10,144.0
2011-12-11,152.0
2011-12-12,127.0
2011-12-13,132.0
2011-12-14,153.0
2011-12-15,112.0
2011-12-16,118.0
2011-12-17,150.0
2011-12-18,144.0
2011-12-19,159.0
2011-12-20,134.0
2011-12-21,149.0
2011-12-22,148.0
2011-12-23,142.0
2011-12-24,145.0
2011-12-25,174.0
2011-12-26,177.0
2011-12-27,145.0
2011-12-28,155.0
2011-12-29,138.0
2011-12-30,142.0
2011-12-31,151.0
2012-01-01,153.0
2012-01-02,151.0
2012-01-03,159.0
2012-01-04,149.0
2012-01-05,147.0
2012-01-06,171.0
2012-01-07,184.0
2012-01-08,163.0
2012-01-09,164.0
2012-01-10,141.0
2012-01-11,153.0
2012-01-12,155.0
2012-01-13,140.0
2012-01-14,150.0
2012-01-15,139.0
2012-01-16,175.0
2012-01-17,157.0
2012-01-18,128.0
2012-01-19,150.0
2012-01-20,145.0
2012-01-21,164.0
2012-01-22,136.0
2012-01-23,170.0
2012-01-24,139.0
2012-01-25,148.0
2012-01-26,138.0
2012-01-27,141.0
2012-01-28,145.0
2012-01-29,167.0
2012-01-30,172.0
2012-01-31,150.0
2012-02-01,141.0
2012-02-02,159.0
2012-02-03,158.0
2012-02-04,157.0
2012-02-05,142.0
2012-02-06,146.0
2012-02-07,137.0
2012-02-08,145.0
2012-02-09,145.0
2012-02-10,138.0
2012-02-11,150.0
2012-02-12,158.0
2012-02-13,137.0
2012-02-14,138.0
2012-02-15,134.0
2012-02-16,138.0
2012-02-17,152.0
2012-02-18,171.0
2012-02-19,158.0
2012-02-20,140.0
2012-02-21,129.0
2012-02-22,159.0
2012-02-23,166.0
2012-02-24,149.0
2012-02-25,165.0
2012-02-26,150.0
2012-02-27,154.0
2012-02-28,160.0
2012-02-29,179.0
2012-03-01,151.0
2012-03-02,134.0
2012-03-03,113.0
2012-03-04,137.0
2012-03-05,145.0
2012-03-06,137.0
2012-03-07,154.0
2012-03-08,156.0
2012-03-09,168.0
2012-03-10,165.0
2012-03-11,134.0
2012-03-12,166.0
2012-03-13,160.0
2012-03-14,137.0
2012-03-15,121.0
2012-03-16,153.0
2012-03-17,170.0
2012-03-18,160.0
2012-03-19,143.0
2012-03-20,160.0
2012-03-21,158.0
2012-03-22,158.0
2012-03-23,126.0
2012-03-24,184.0
2012-03-25,157.0
2012-03-26,151.0
2012-03-27,156.0
2012-03-28,150.0
2012-03-29,141.0
2012-03-30,154.0
2012-03-31,170.0
2012-04-01,142.0
2012-04-02,116.0
2012-04-03,133.0
2012-04-04,137.0
2012-04-05,117.0
2012-04-06,136.0
2012-04-07,129.0
2012-04-08,150.0
2012-04-09,146.0
2012-04-10,147.0
2012-04-11,141.0
2012-04-12,127.0
2012-04-13,123.0
2012-04-14,139.0
2012-04-15,107.0
2012-04-16,150.0
2012-04-17,135.0
2012-04-18,130.0
2012-04-19,157.0
2012-04-20,154.0
2012-04-21,154.0
2012-04-22,140.0
2012-04-23,135.0
2012-04-24,138.0
2012-04-25,127.0
2012-04-26,155.0
2012-04-27,135.0
2012-04-28,152.0
2012-04-29,179.0
2012-04-30,179.0
2012-05-01,170.0
2012-05-02,150.0
2012-05-03,157.0
2012-05-04,161.0
2012-05-05,167.0
2012-05-06,164.0
2012-05-07,170.0
2012-05-08,176.0
2012-05-09,166.0
2012-05-10,129.0
2012-05-11,143.0
2012-05-12,128.0
2012-05-13,140.0
2012-05-14,139.0
2012-05-15,130.0
2012-05-16,121.0
2012-05-17,116.0
2012-05-18,145.0
2012-05-19,149.0
2012-05-20,138.0
2012-05-21,126.0
2012-05-22,115.0
2012-05-23,130.0
2012-05-24,125.0
2012-05-25,121.0
2012-05-26,142.0
2012-05-27,159.0
2012-05-28,142.0
2012-05-29,126.0
2012-05-30,131.0
2012-05-31,138.0
2012-06-01,152.0
2012-06-02,160.0
2012-06-03,153.0
2012-06-04,155.0
2012-06-05,147.0
2012-06-06,153.0
2012-06-07,139.0
2012-06-08,141.0
2012-06-09,171.0
2012-06-10,166.0
2012-06-11,140.0
2012-06-12,156.0
2012-06-13,150.0
2012-06-14,156.0
2012-06-15,159.0
2012-06-16,156.0
2012-06-17,164.0
2012-06-18,175.0
2012-06-19,147.0
2012-06-20,145.0
2012-06-21,136.0
2012-06-22,138.0
2012-06-23,164.0
2012-06-24,131.0
2012-06-25,154.0
2012-06-26,149.0
2012-06-27,163.0
2012-06-28,137.0
2012-06-29,146.0
2012-06-30,132.0
2012-07-01,142.0
